0.000000,0.000000,0.000000,0.999996,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000
0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,0.000000,0.999998,0.000000
0.000000,0.000000,0.000021,0.000000,0.999978,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000136,0.000000,0.000000,0.000000,0.000000,0.999807,0.000000,0.000000,0.000057,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.628712,0.000000,0.371286
0.000000,0.000175,0.000000,0.000000,0.000000,0.000015,0.000000,0.000000,0.999808,0.000003
0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000005,0.000000
0.000000,0.000000,0.000001,0.000000,0.999999,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.999990,0.000000,0.000000,0.000000,0.000000,0.000010
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023999,0.000000,0.976001
0.000000,0.000000,0.000001,0.000000,0.999997,0.000000,0.000000,0.000000,0.000000,0.000001
0.000000,0.000000,0.999939,0.000060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000005,0.000000,0.989601,0.000020,0.000000,0.000000,0.000000,0.000000,0.010374,0.000000
0.997846,0.000000,0.000000,0.000000,0.000000,0.002152,0.000000,0.000000,0.000002,0.000000
0.000000,0.000000,0.000000,0.000000,0.000119,0.000008,0.000000,0.000062,0.000000,0.999812
0.000000,0.000071,0.000000,0.000000,0.999273,0.000000,0.000001,0.000001,0.000000,0.000653
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.999999,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000
0.000000,0.000000,0.000000,0.000000,0.999997,0.000000,0.000000,0.000000,0.000000,0.000003
0.000005,0.000000,0.000000,0.000027,0.000000,0.999934,0.000000,0.000000,0.000030,0.000004
0.960453,0.000000,0.026522,0.000000,0.005091,0.007934,0.000000,0.000001,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999907,0.000000,0.000093
0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.999995,0.000002
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,0.999993
0.999955,0.000000,0.000000,0.000000,0.000000,0.000045,0.000000,0.000000,0.000000,0.000000
0.000000,0.999991,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.000000
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000001,0.000023,0.000000,0.000372,0.000000,0.000006,0.962010,0.000007,0.037581
0.000001,0.020216,0.000042,0.019735,0.128116,0.642921,0.002037,0.000039,0.001218,0.185676
0.000000,0.000000,0.000157,0.000000,0.999095,0.000000,0.000000,0.000000,0.000000,0.000748
0.999884,0.000000,0.000000,0.000000,0.000000,0.000116,0.000000,0.000001,0.000000,0.000000
0.000000,0.999984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000015,0.000000
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.999945,0.000000,0.000055,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.999963,0.000000,0.000000,0.000000,0.000000,0.000037
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000011,0.000000,0.999083,0.000000,0.000873,0.000033,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.000000,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000,0.999830,0.000006,0.000145
0.000000,0.984975,0.000030,0.000000,0.000000,0.000077,0.000001,0.000000,0.014915,0.000001
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
